name,networth,citizenship,industry
Hong Jie,2800.0,China,Manufacturing
James Jannard,2800.0,United States,Fashion & Retail
Travis Kalanick,2800.0,United States,Technology
Diane Kemper,2800.0,United States,Real Estate
George Kurtz,2800.0,United States,Technology
Kwek Leng Beng,2800.0,Singapore,Diversified
Geoffrey Kwok,2800.0,Hong Kong,Real Estate
Lai Jianping,2800.0,China,Food & Beverage
Maritsa Lazari & family,2800.0,United Kingdom,Real Estate
Alexis Lê-Quôc,2800.0,United States,Technology
Angela Leong,2800.0,Hong Kong,Real Estate
Lin Chen-hai,2800.0,Taiwan,Real Estate
Sergio Mantegazza,2800.0,Switzerland,Service
Hans Melchers,2800.0,Netherlands,Finance & Investments
Tom Morris,2800.0,United Kingdom,Fashion & Retail
Eugene Murtagh,2800.0,Ireland,Manufacturing
Philip Niarchos,2800.0,Greece,Diversified
Pan Dong,2800.0,Canada,Fashion & Retail
Sean Parker,2800.0,United States,Technology
Richard Peery,2800.0,United States,Real Estate
Gregorio Perez Companc & family,2800.0,Argentina,Energy
Sebastian Piñera & family,2800.0,Chile,Finance & Investments
Nicholas Pritzker,2800.0,United States,Finance & Investments
Jeff Rothschild,2800.0,United States,Technology
Steven Sarowitz,2800.0,United States,Technology
Isabella Seràgnoli,2800.0,Italy,Manufacturing
Stephen Smith,2800.0,Canada,Finance & Investments
William Stone,2800.0,United States,Technology
Sun Hongbin,2800.0,United States,Real Estate
Sun Shoukuan,2800.0,China,Manufacturing
"Henry Sy, Jr.",2800.0,Philippines,Diversified
Andrew Tan,2800.0,Philippines,Diversified
Kenneth Tuchman,2800.0,United States,Service
Tung Chee Hwa,2800.0,Hong Kong,Logistics
Bulat Utemuratov,2800.0,Kazakhstan,Metals & Mining
Anna Katharina Viessmann,2800.0,Germany,Manufacturing
Xicheng Wang & family,2800.0,China,Manufacturing
Urs Wietlisbach,2800.0,Switzerland,Finance & Investments
Wong Man Li,2800.0,Hong Kong,Manufacturing
Xie Weitong,2800.0,Taiwan,Metals & Mining
Xu Chuanhua & family,2800.0,China,Manufacturing
Ye Xiaoping,2800.0,China,Healthcare
Weiguo Zhao,2800.0,China,Technology
Ben Ashkenazy,2700.0,United States,Real Estate
Bill Austin,2700.0,United States,Manufacturing
Pavel Baudis,2700.0,Czechia,Technology
Yvonne Bauer,2700.0,Germany,Media & Entertainment
Giuliana Benetton,2700.0,Italy,Fashion & Retail
Luciano Benetton,2700.0,Italy,Fashion & Retail
Aneel Bhusri,2700.0,United States,Technology
George Bishop,2700.0,United States,Energy
Vivek Chand Burman,2700.0,India,Food & Beverage
Morris Chang,2700.0,Taiwan,Technology
Jinxia Chen,2700.0,China,Finance & Investments
Cho Jung-ho,2700.0,South Korea,Finance & Investments
Jack Cockwell,2700.0,Canada,Finance & Investments
"Edward DeBartolo, Jr.",2700.0,United States,Real Estate
Abilio dos Santos Diniz,2700.0,Brazil,Fashion & Retail
"John Dorrance, III.",2700.0,Ireland,Food & Beverage
Hailiang Feng,2700.0,China,Metals & Mining
Xingjiang Gao,2700.0,China,Manufacturing
Carlos Hank Rhon,2700.0,Mexico,Diversified
Vivek Jain,2700.0,India,Manufacturing
Brad Kelley,2700.0,United States,Real Estate
Alicia Koplowitz,2700.0,Spain,Finance & Investments
Li Li,2700.0,China,Healthcare
C. Dean Metropoulos,2700.0,United States,Food & Beverage
Dan Olsson,2700.0,Sweden,Diversified
Tor Peterson,2700.0,United States,Metals & Mining
John Pritzker,2700.0,United States,Finance & Investments
Hussain Sajwani,2700.0,United Arab Emirates,Real Estate
Tseng Cheng,2700.0,Taiwan,Manufacturing
Jerry Yang,2700.0,United States,Technology
Takao Yasuda,2700.0,Japan,Fashion & Retail
Yu Qibing & family,2700.0,China,Manufacturing
Zhang Xuezheng,2700.0,China,Technology
Abdulla bin Ahmad Al Ghurair & family,2600.0,United Arab Emirates,Diversified
Isak Andic & family,2600.0,Spain,Fashion & Retail
Harindarpal Banga,2600.0,India,Finance & Investments
Anne Beaufour,2600.0,France,Healthcare
Henri Beaufour,2600.0,France,Healthcare
Sanjeev Bikhchandani,2600.0,India,Technology
Norman Braman,2600.0,United States,Automotive
J. Hyatt Brown,2600.0,United States,Finance & Investments
Chen Lip Keong,2600.0,Malaysia,Gambling & Casinos
Jim Coulter,2600.0,United States,Finance & Investments
Federico De Nora,2600.0,Italy,Manufacturing
Dong Wei,2600.0,China,Healthcare
Sandeep Engineer,2600.0,India,Manufacturing
Alceu Elias Feldmann,2600.0,Brazil,Energy
"Frank Fertitta, III.",2600.0,United States,Sports
Lorenzo Fertitta,2600.0,United States,Sports
Doris Fisher,2600.0,United States,Fashion & Retail
Alec Gores,2600.0,United States,Finance & Investments
Rajinder Gupta,2600.0,India,Manufacturing
Igor Kesaev,2600.0,Russia,Fashion & Retail
Raj Kumar & Kishin RK,2600.0,Singapore,Real Estate
Li Hongxin & family,2600.0,China,Manufacturing
Liu Fangyi,2600.0,China,Healthcare
Lu Zhongfang,2600.0,China,Automotive
Nirmal Minda,2600.0,India,Automotive
Farhad Moshiri,2600.0,United Kingdom,Diversified
Hans Georg Naeder,2600.0,Germany,Manufacturing
Eren Ozmen,2600.0,United States,Manufacturing
Ronald Perelman,2600.0,United States,Finance & Investments
Ravi Pillai,2600.0,India,Construction & Engineering
Daniel Pritzker,2600.0,United States,Finance & Investments
Matthias Reinhart,2600.0,Switzerland,Finance & Investments
Alejandro Santo Domingo,2600.0,United States,Food & Beverage
Vivek Chaand Sehgal,2600.0,Australia,Automotive
Kavitark Ram Shriram,2600.0,United States,Technology
Hans Sy,2600.0,Philippines,Diversified
Herbert Sy,2600.0,Philippines,Diversified
Tahir & family,2600.0,Indonesia,Diversified
Wang Linpeng,2600.0,China,Construction & Engineering
David Wertheim,2600.0,Israel,Food & Beverage
Oprah Winfrey,2600.0,United States,Media & Entertainment
Xingming Zhu,2600.0,China,Manufacturing
Abdulla Al Futtaim & family,2500.0,United Arab Emirates,Automotive
Suhail Bahwan,2500.0,Oman,Diversified
Ulrike Baro,2500.0,Germany,Healthcare
David Baszucki,2500.0,United States,Media & Entertainment
Thor Bjorgolfsson,2500.0,Iceland,Diversified
Charles Bronfman,2500.0,Canada,Food & Beverage
Chen Qiongxiang,2500.0,China,Energy
Chen Tei-fu,2500.0,Taiwan,Fashion & Retail
Chuchat Petaumpai & Daonapa Petampai,2500.0,Thailand,Finance & Investments
Leon G. Cooperman,2500.0,United States,Finance & Investments
Smita Crishna-Godrej,2500.0,India,Diversified
Jacques D'Amours,2500.0,Canada,Fashion & Retail
Maria Del Pino,2500.0,Spain,Construction & Engineering
Yoichi & Keiko Erikawa,2500.0,Japan,Media & Entertainment
Gerald Ford,2500.0,United States,Finance & Investments
Adi Godrej,2500.0,India,Diversified
Jamshyd Godrej,2500.0,India,Diversified
Nadir Godrej,2500.0,India,Diversified
Sanjiv Goenka,2500.0,India,Diversified
Stein Erik Hagen,2500.0,Norway,Fashion & Retail
Donald Horton & family,2500.0,United States,Real Estate
Hu Yangzhong,2500.0,China,Technology
Baba Kalyani,2500.0,India,Construction & Engineering
Stephen Lansdown,2500.0,Guernsey,Finance & Investments
Mark Leonard & family,2500.0,Canada,Technology
William Li,2500.0,China,Automotive
K.C. Liu,2500.0,Taiwan,Technology
Liu Xiaodong,2500.0,China,Manufacturing
Aloke Lohia,2500.0,India,Manufacturing
Mohamed Mansour,2500.0,Egypt,Diversified
Kishore Mariwala,2500.0,India,Food & Beverage
Jed McCaleb,2500.0,United States,Finance & Investments
Enhua Mi,2500.0,China,Fashion & Retail
Willy Michel,2500.0,Switzerland,Healthcare
Lachhman Das Mittal,2500.0,India,Automotive
Ravi Modi,2500.0,India,Fashion & Retail
Charles Munger,2500.0,United States,Finance & Investments
Rishad Naoroji,2500.0,India,Diversified
Yongpei Ni & family,2500.0,China,Food & Beverage
Fatih Ozmen,2500.0,United States,Manufacturing
Qiu Minxiu,2500.0,China,Technology
Stewart Rahr,2500.0,United States,Healthcare
Prathap Reddy,2500.0,India,Healthcare
Chad Richison,2500.0,United States,Technology
Karin Sartorius-Herbst,2500.0,Germany,Healthcare
Christiane Schoeller,2500.0,Germany,Media & Entertainment
Suh Kyung-bae,2500.0,South Korea,Fashion & Retail
Glen Taylor,2500.0,United States,Service
Nadia Thiele,2500.0,Germany,Finance & Investments
Wang Minwen,2500.0,China,Technology
Huijiao Yu,2500.0,China,Logistics
Zhang Ning & family,2500.0,Canada,Manufacturing
Zhao Tao,2500.0,Singapore,Healthcare
Hongyi Zhou,2500.0,China,Technology
Rajendra Agarwal,2400.0,India,Healthcare
George Argyros & family,2400.0,United States,Real Estate
Edward Bass,2400.0,United States,Energy
Banwari Lal Bawri,2400.0,India,Healthcare
Girdhari Lal Bawri,2400.0,India,Healthcare
Chao Teng-hsiung,2400.0,Taiwan,Real Estate
Zhisong Chen,2400.0,China,Technology
Chey Tae-won,2400.0,South Korea,Telecom
Choo Chong Ngen,2400.0,Singapore,Real Estate
John Coates,2400.0,United Kingdom,Gambling & Casinos
Alexandra Daitch,2400.0,United States,Food & Beverage
Chetan Dube,2400.0,United States,Technology
Daniel Ek,2400.0,Sweden,Technology
John Fisher,2400.0,United States,Fashion & Retail
Bernard Fraisse & family,2400.0,France,Healthcare
William Franke,2400.0,United States,Diversified
Caroline Hagen Kjos,2400.0,Norway,Diversified
Lam Kong,2400.0,China,Healthcare
Hans Langer,2400.0,Germany,Manufacturing
Joe Lau,2400.0,United States,Technology
Kevin David Lehmann,2400.0,Germany,Fashion & Retail
Liang Qin & family,2400.0,China,Technology
Peter Lim,2400.0,Singapore,Finance & Investments
Sarah MacMillan,2400.0,United States,Food & Beverage
Kalanithi Maran,2400.0,India,Media & Entertainment
Lirio Parisotto,2400.0,Brazil,Finance & Investments
Rajan Raheja & family,2400.0,India,Diversified
Alberto Roemmers,2400.0,Argentina,Healthcare
Rodney Sacks,2400.0,United States,Food & Beverage
Ferit Faik Sahenk,2400.0,Turkey,Diversified
Hilton Schlosberg,2400.0,United Kingdom,Food & Beverage
Alberto Siccardi & family,2400.0,Switzerland,Healthcare
Salil Singhal,2400.0,India,Manufacturing
Lucy Stitzer,2400.0,United States,Food & Beverage
Otto Toto Sugiri,2400.0,Indonesia,Technology
Harley Sy,2400.0,Philippines,Diversified
Teresita Sy-Coson,2400.0,Philippines,Diversified
Katsumi Tada,2400.0,Japan,Real Estate
Tang Yiu,2400.0,Hong Kong,Fashion & Retail
Jeff Tangney,2400.0,United States,Healthcare
Lottie Tham & family,2400.0,Sweden,Fashion & Retail
T.Y. Tsai,2400.0,Taiwan,Finance & Investments
Timur Turlov,2400.0,Russia,Finance & Investments
Hamdi Ulukaya,2400.0,Turkey,Food & Beverage
Peter Unger,2400.0,Germany,Automotive
Nikil Viswanathan,2400.0,United States,Technology
Anthony Wood,2400.0,United States,Technology
Zhang Hongwei,2400.0,China,Diversified
Zhang Li,2400.0,China,Real Estate
Houshan Bai,2300.0,China,Energy
Alex Beard,2300.0,United Kingdom,Metals & Mining
Koos Bekker,2300.0,South Africa,Media & Entertainment
William Boyd & family,2300.0,United States,Gambling & Casinos
Timothy Boyle,2300.0,United States,Fashion & Retail
Anand Burman,2300.0,India,Food & Beverage
Richard Chandler,2300.0,New Zealand,Finance & Investments
R.G. Chandramogan,2300.0,India,Food & Beverage
Cho Young-sik,2300.0,South Korea,Healthcare
Chu Lam Yiu,2300.0,Hong Kong,Manufacturing
Kommer Damen,2300.0,Netherlands,Manufacturing
Henry Davis,2300.0,United States,Food & Beverage
Ray Davis,2300.0,United States,Energy
Stephen Feinberg,2300.0,United States,Finance & Investments
Kenneth Feld & family,2300.0,United States,Media & Entertainment
Alexander Frolov,2300.0,Russia,Metals & Mining
Mario Germano Giuliani,2300.0,Switzerland,Healthcare
Serge Godin,2300.0,Canada,Technology
Noam Gottesman,2300.0,United States,Finance & Investments
Philip & Cristina Green,2300.0,United Kingdom,Fashion & Retail
Yusuf Hamied,2300.0,India,Healthcare
Bill Haslam,2300.0,United States,Fashion & Retail
Hans-Werner Hector,2300.0,Germany,Technology
Ho Hung Anh,2300.0,Vietnam,Finance & Investments
Douglas Hsu,2300.0,Taiwan,Diversified
Erman Ilicak,2300.0,Turkey,Construction & Engineering
Zhaobai Jiang,2300.0,China,Real Estate
Osman Kibar,2300.0,United States,Healthcare
Adam Kwok,2300.0,Hong Kong,Real Estate
Frank Laukien,2300.0,United States,Manufacturing
Louis Le Duff,2300.0,France,Food & Beverage
Solomon Lew,2300.0,Australia,Fashion & Retail
Liang Rubo,2300.0,China,Technology
Liang Zhaoxian,2300.0,China,Manufacturing
Prayudh Mahagitsiri,2300.0,Thailand,Food & Beverage
Clayton Mathile,2300.0,United States,Food & Beverage
Erwin Franz Mueller,2300.0,Germany,Fashion & Retail
David Murdock,2300.0,United States,Food & Beverage
Rubens Ometto Silveira Mello,2300.0,Brazil,Energy
Erik Paulsson & family,2300.0,Sweden,Real Estate
Heloise Pratt,2300.0,Australia,Manufacturing
Qiu Jianping & family,2300.0,China,Manufacturing
Dirk Rossmann & family,2300.0,Germany,Fashion & Retail
Karin Schick,2300.0,Germany,Technology
Stephan Schmidheiny,2300.0,Switzerland,Finance & Investments
Wenrong Shen,2300.0,China,Metals & Mining
Guangxin Sun,2300.0,China,Diversified
Mengquan Sun & family,2300.0,China,Food & Beverage
Thomas Tull,2300.0,United States,Media & Entertainment
Ted Turner,2300.0,United States,Media & Entertainment
David Walentas,2300.0,United States,Real Estate
Yingming Wu,2300.0,China,Energy
Yingzhuo Xu,2300.0,China,Food & Beverage
Christoph Zeller,2300.0,Liechtenstein,Healthcare
Zhang Wanzhen,2300.0,China,Manufacturing
Xiaojuan Zhang,2300.0,China,Logistics
Michael Ashcroft,2200.0,United Kingdom,Finance & Investments
Alex Atallah,2200.0,United States,Technology
Brett Blundy,2200.0,Australia,Fashion & Retail
Chris Britt,2200.0,United States,Finance & Investments
Cen Junda,2200.0,China,Healthcare
Yadu Hari Dalmia & family,2200.0,India,Manufacturing
Zhenggang Dou,2200.0,China,Diversified
Weimin Du,2200.0,China,Healthcare
Devin Finzer,2200.0,United States,Technology
Robert Friedland,2200.0,United States,Metals & Mining
Phillip Frost,2200.0,United States,Healthcare
Jeffrey Gundlach,2200.0,United States,Finance & Investments
John Hancock,2200.0,Australia,Metals & Mining
Georg Haub,2200.0,Germany,Fashion & Retail
Hortensia Herrero,2200.0,Spain,Fashion & Retail
"B. Wayne Hughes, Jr.",2200.0,United States,Real Estate
Bruce Karsh,2200.0,United States,Finance & Investments
Shlomo Kramer,2200.0,Israel,Technology
Jonathan Kwok,2200.0,Hong Kong,Real Estate
Christian Latouche,2200.0,France,Finance & Investments
Martin Lau,2200.0,Hong Kong,Technology
Li Wa,2200.0,Hong Kong,Real Estate
Liang Xinjun,2200.0,China,Diversified
Lin Chang Su-O,2200.0,Taiwan,Real Estate
Lin Fanlian,2200.0,China,Energy
Lin Lairong & family,2200.0,China,Metals & Mining
Daniel Lubetzky,2200.0,United States,Food & Beverage
Howard Marks,2200.0,United States,Finance & Investments
Craig McCaw,2200.0,United States,Telecom
Vincent McMahon,2200.0,United States,Sports
Mu Rongjun,2200.0,China,Technology
Jonathan Nelson,2200.0,United States,Finance & Investments
Bianca Rinehart,2200.0,Australia,Metals & Mining
Ginia Rinehart,2200.0,Australia,Metals & Mining
Filiz Sahenk,2200.0,Turkey,Diversified
S.D. Shibulal,2200.0,India,Technology
Alexander Svetakov,2200.0,Russia,Finance & Investments
Jeffrey Talpins,2200.0,United States,Finance & Investments
Ming Tian,2200.0,China,Technology
Arvind Tiku,2200.0,India,Energy
Torsten Toeller,2200.0,Germany,Fashion & Retail
Riaz Valani,2200.0,United States,Finance & Investments
Pieter van der Does,2200.0,Netherlands,Technology
Lang Walker,2200.0,Australia,Real Estate
Hope Welker,2200.0,Australia,Metals & Mining
Xie Bingkun & family,2200.0,China,Fashion & Retail
William Young,2200.0,United States,Manufacturing
Zhou Jian,2200.0,China,Energy
Bill and Jean Adderley & family,2100.0,United Kingdom,Fashion & Retail
Mohamed Al Fayed,2100.0,Egypt,Fashion & Retail
Faisal Bin Qassim Al Thani,2100.0,Qatar,Diversified
Masaaki Arai,2100.0,Japan,Real Estate
Tatyana Bakalchuk,2100.0,Russia,Fashion & Retail
Lee Bass,2100.0,United States,Energy
Alberto Bombassei,2100.0,Italy,Automotive
Jim Breyer,2100.0,United States,Technology
Ron Burkle,2100.0,United States,Finance & Investments
Chen Huwen,2100.0,China,Manufacturing
Chen Huxiong,2100.0,China,Manufacturing
Chen Xuehua,2100.0,China,Metals & Mining
Bruce Cheng,2100.0,Taiwan,Technology
Ryan Cohen,2100.0,Canada,Finance & Investments
Dermot Desmond,2100.0,Ireland,Finance & Investments
Fred Ehrsam,2100.0,United States,Finance & Investments
John Elkann,2100.0,Italy,Finance & Investments
Bob Ell,2100.0,Australia,Real Estate
Fang Xiaoliang & family,2100.0,China,Healthcare
Lindsay Fox,2100.0,Australia,Logistics
Gary Friedman,2100.0,United States,Fashion & Retail
Gordon Getty,2100.0,United States,Energy
Dennis Gillings,2100.0,United Kingdom,Healthcare
Harsh Goenka,2100.0,India,Diversified
David Hains,2100.0,Australia,Finance & Investments
Bahaa Hariri,2100.0,Lebanon,Real Estate
Shmuel Harlap,2100.0,Israel,Automotive
Gerry Harvey,2100.0,Australia,Fashion & Retail
Reid Hoffman,2100.0,United States,Technology
Hou Juncheng,2100.0,China,Healthcare
Thomas James,2100.0,United States,Finance & Investments
Eiichi Kuriwada,2100.0,Japan,Logistics
Kwek Leng Kee,2100.0,Singapore,Diversified
Lai Shixian,2100.0,China,Fashion & Retail
Lau Cho Kun,2100.0,Malaysia,Diversified
Lee Hae-jin,2100.0,South Korea,Technology
Harald Link,2100.0,Thailand,Diversified
Liu Xiucai & family,2100.0,United States,Manufacturing
Yangyong Luo & family,2100.0,China,Metals & Mining
Igor Makarov,2100.0,Russia,Energy
Alexander Mamut,2100.0,Russia,Finance & Investments
David Mindus,2100.0,Sweden,Real Estate
Yuji Otsuka,2100.0,Japan,Technology
Clive Palmer,2100.0,Australia,Metals & Mining
Ajay Parekh,2100.0,India,Manufacturing
Narendrakumar Parekh,2100.0,India,Manufacturing
Xiangdong Qi,2100.0,China,Technology
Jianhua Ren,2100.0,China,Manufacturing
Alice Schwartz,2100.0,United States,Healthcare
Peter Sondakh,2100.0,Indonesia,Finance & Investments
Song Fei,2100.0,China,Manufacturing
Timothy Springer,2100.0,United States,Healthcare
Suyu Su & family,2100.0,China,Real Estate
Elizabeth Sy,2100.0,Philippines,Diversified
Sukanto Tanoto,2100.0,Indonesia,Diversified
Jayshree Ullal,2100.0,United States,Technology
Sunny Varkey,2100.0,India,Service
Jitendra Virwani,2100.0,India,Real Estate
Wang Ren-sheng,2100.0,Taiwan,Fashion & Retail
Wang Wenmo,2100.0,China,Fashion & Retail
Thomas Wu,2100.0,Taiwan,Finance & Investments
Wu Ying,2100.0,China,Manufacturing
Amy Wyss,2100.0,United States,Healthcare
Xiang Guangming & family,2100.0,China,Manufacturing
Xu Shugen,2100.0,China,Manufacturing
Steven Meng Yang & family,2100.0,China,Technology
Clayton Zekelman,2100.0,Canada,Manufacturing
Hongfei Zhao,2100.0,China,Technology
S. Daniel Abraham,2000.0,United States,Food & Beverage
Aziz Akhannouch & family,2000.0,Morocco,Diversified
Andrey Andreev,2000.0,United Kingdom,Technology
Ramon Ang,2000.0,Philippines,Food & Beverage
Guilherme Benchimol,2000.0,Brazil,Finance & Investments
Julio Bozano,2000.0,Brazil,Finance & Investments
Ryan Breslow,2000.0,United States,Technology
Cao Jianwei,2000.0,China,Manufacturing
Herb Chambers,2000.0,United States,Automotive
Daniel Chiu,2000.0,Hong Kong,Energy
Tim Cook,2000.0,United States,Technology
Brunello Cucinelli & family,2000.0,Italy,Fashion & Retail
Georgi Domuschiev,2000.0,Bulgaria,Diversified
Kiril Domuschiev,2000.0,Bulgaria,Diversified
Glenn Dubin,2000.0,United States,Finance & Investments
James Duff,2000.0,United States,Diversified
Thomas Duff,2000.0,United States,Diversified
Robert Duggan,2000.0,United States,Healthcare
Maria Franca Fissolo,2000.0,Italy,Food & Beverage
Fu Mingkang & family,2000.0,China,Manufacturing
Jay Hennick,2000.0,Canada,Finance & Investments
Orion Hindawi,2000.0,United States,Technology
Ji Qi,2000.0,China,Real Estate
Kim Chang-soo,2000.0,South Korea,Fashion & Retail
Vyacheslav Kim,2000.0,Kazakhstan,Finance & Investments
Kuan Kam Hon & family,2000.0,Malaysia,Manufacturing
Egor Kulkov,2000.0,Russia,Healthcare
Josh Kushner,2000.0,United States,Finance & Investments
Henry Laufer,2000.0,United States,Finance & Investments
Thomas Lee,2000.0,United States,Finance & Investments
Michael Lee-Chin,2000.0,Canada,Finance & Investments
Li Xuhui,2000.0,China,Food & Beverage
Lim Kok Thay,2000.0,Malaysia,Gambling & Casinos
Joao Roberto Marinho,2000.0,Brazil,Media & Entertainment
Jose Roberto Marinho,2000.0,Brazil,Media & Entertainment
Roberto Irineu Marinho,2000.0,Brazil,Media & Entertainment
Jim McKelvey,2000.0,United States,Technology
Robert Miller,2000.0,United Kingdom,Fashion & Retail
David Nahmad,2000.0,Monaco,Fashion & Retail
Florentino Perez,2000.0,Spain,Construction & Engineering
Jennifer Pritzker,2000.0,United States,Finance & Investments
Linda Pritzker,2000.0,United States,Service
P.V. Ramprasad Reddy,2000.0,India,Healthcare
"Joe Rogers, Jr.",2000.0,United States,Food & Beverage
Ruan Shuilong & family,2000.0,China,Manufacturing
Phil Ruffin,2000.0,United States,Diversified
Vinod Saraf,2000.0,India,Manufacturing
Maria-Elisabeth Schaeffler-Thumann,2000.0,Germany,Automotive
Genhuo Shao,2000.0,China,Food & Beverage
Shen Xiqiang & family,2000.0,China,Energy
Shi Wen-long,2000.0,Taiwan,Manufacturing
Thaksin Shinawatra,2000.0,Thailand,Finance & Investments
Alexander Skorobogatko,2000.0,Russia,Logistics
Sylvia Stroeher,2000.0,Germany,Fashion & Retail
Wichai Thongtang,2000.0,Thailand,Finance & Investments
Todd Wagner,2000.0,United States,Media & Entertainment
Wang Jianguo,2000.0,China,Fashion & Retail
Shuifu Wang,2000.0,China,Manufacturing
Wenbiao Wang,2000.0,China,Manufacturing
Kanye West,2000.0,United States,Fashion & Retail
Evan Williams,2000.0,United States,Technology
Zhongyi Wu,2000.0,China,Technology
Zhihan Xu,2000.0,China,Technology
Yan Zhi,2000.0,China,Real Estate
Michael Ying,2000.0,Hong Kong,Fashion & Retail
Yuan Liping,2000.0,Canada,Healthcare
Anu Aga,1900.0,India,Construction & Engineering
Joy Alukkas,1900.0,India,Fashion & Retail
Sezai Bacaksiz,1900.0,Turkey,Diversified
Baokun Bai,1900.0,China,Manufacturing
Acharya Balkrishna,1900.0,India,Food & Beverage
Kiki Barki,1900.0,Indonesia,Energy
John Bloor,1900.0,United Kingdom,Diversified
Nicola Bulgari,1900.0,Italy,Fashion & Retail
Alejandro Bulgheroni,1900.0,Argentina,Energy
Chen Kaichen,1900.0,China,Manufacturing
Fernando Chico Pardo,1900.0,Mexico,Service
Jose Luis Cutrale,1900.0,Brazil,Food & Beverage
D. Leopoldo Del Pino,1900.0,Spain,Construction & Engineering
James Dinan,1900.0,United States,Finance & Investments
Francois Feuillet & family,1900.0,France,Automotive
Guangming Fu & family,1900.0,China,Food & Beverage
Mario Gabelli,1900.0,United States,Finance & Investments
Reinold Geiger,1900.0,Austria,Fashion & Retail
He Zhenggang,1900.0,China,Manufacturing
Roberto Hernandez Ramirez,1900.0,Mexico,Finance & Investments
Hoi Kin Hong,1900.0,Macau,Real Estate
Huang Qiaoling,1900.0,China,Media & Entertainment
Willis Johnson,1900.0,United States,Automotive
Keeree Kanjanapas,1900.0,Thailand,Real Estate
Kim Dae-il,1900.0,South Korea,Technology
Kim Hyoung-nyon,1900.0,South Korea,Finance & Investments
Andrei Kozitsyn,1900.0,Russia,Metals & Mining
Thomas Kwok,1900.0,Hong Kong,Real Estate
Lei Jufang,1900.0,China,Healthcare
David Lichtenstein,1900.0,United States,Real Estate
Lin Dingqiang & family,1900.0,Hong Kong,Real Estate
Mikhail Lomtadze,1900.0,Georgia,Finance & Investments
Melissa Ma,1900.0,China,Technology
Yusaku Maezawa,1900.0,Japan,Technology
Katarina Martinson,1900.0,Sweden,Diversified
Shouliang Miao,1900.0,China,Real Estate
Romano Minozzi,1900.0,Italy,Diversified
Pedro Moreira Salles,1900.0,Brazil,Diversified
Alexander Nesis,1900.0,Russia,Finance & Investments
Nguyen Dang Quang,1900.0,Vietnam,Food & Beverage
Oei Hong Leong,1900.0,Singapore,Finance & Investments
Nihat Ozdemir,1900.0,Turkey,Diversified
Gretel Packer,1900.0,Australia,Media & Entertainment
Benjamin Zhengmin Pan & family,1900.0,China,Technology
Victor Pinchuk,1900.0,Ukraine,Metals & Mining
Alexander Ponomarenko,1900.0,Russia,Logistics
Qi Jinxing,1900.0,China,Real Estate
Larry Robbins,1900.0,United States,Finance & Investments
Dwight Schar,1900.0,United States,Construction & Engineering
Shi Yifeng,1900.0,China,Healthcare
Sun Hongjun,1900.0,China,Technology
Anand Surana,1900.0,India,Healthcare
Dilip Surana,1900.0,India,Healthcare
Djoko Susanto,1900.0,Indonesia,Fashion & Retail
Sze Man Bok,1900.0,China,Manufacturing
Alain Taravella,1900.0,France,Real Estate
Martin Viessmann,1900.0,Germany,Manufacturing
Georg von Opel,1900.0,Switzerland,Finance & Investments
Changtian Wang,1900.0,China,Media & Entertainment
Wang Chaobin,1900.0,China,Real Estate
Wang Chou-hsiong,1900.0,Taiwan,Manufacturing
Wang Xiaoshen,1900.0,China,Manufacturing
Wei Yin-Heng,1900.0,Taiwan,Food & Beverage
Xue Xiangdong & family,1900.0,China,Technology
Yuan Fugen & family,1900.0,China,Manufacturing
David Zalik,1900.0,United States,Technology
Leslie Alexander,1800.0,United States,Sports
Igor Altushkin,1800.0,Russia,Metals & Mining
Roberto Angelini Rossi,1800.0,Chile,Diversified
Nigel Austin,1800.0,Australia,Fashion & Retail
Bang Jun-hyuk,1800.0,South Korea,Media & Entertainment
O. Francis Biondi,1800.0,United States,Finance & Investments
Chang Byung-gyu,1800.0,South Korea,Technology
Chang Kuo-Ming,1800.0,Taiwan,Logistics
Chen Gang,1800.0,China,Energy
Liying Chen,1800.0,China,Logistics
Chen Xueli,1800.0,China,Healthcare
Chi Yufeng,1800.0,China,Technology
Mark Coombs,1800.0,United Kingdom,Finance & Investments
Tench Coxe,1800.0,United States,Finance & Investments
John de Mol,1800.0,Netherlands,Media & Entertainment
Alfredo Egydio Arruda Villela Filho,1800.0,Brazil,Finance & Investments
Ibrahim Erdemoglu,1800.0,Turkey,Manufacturing
Philip Fayer,1800.0,Canada,Finance & Investments
Paul Foster,1800.0,United States,Energy
James France,1800.0,United States,Sports
Yasuhiro Fukushima,1800.0,Japan,Media & Entertainment
Zhongru Gan,1800.0,China,Healthcare
Rahul Gautam,1800.0,India,Fashion & Retail
Ali Ghodsi,1800.0,Sweden,Technology
Giammaria Giuliani,1800.0,Switzerland,Healthcare
Christopher Goldsbury,1800.0,United States,Food & Beverage
Alexandre Grendene Bartelle,1800.0,Brazil,Fashion & Retail
Surjit Kumar Gupta,1800.0,India,Manufacturing
Brian Higgins,1800.0,United States,Finance & Investments
David Hindawi,1800.0,United States,Technology
Chengzhong Hu,1800.0,China,Manufacturing
Huang Min,1800.0,China,Manufacturing
Stanley Hubbard,1800.0,United States,Media & Entertainment
Hui Lin Chit,1800.0,China,Manufacturing
Hal Jackman,1800.0,Canada,Finance & Investments
Stephen Jarislowsky,1800.0,Canada,Finance & Investments
Mark & Robyn Jones,1800.0,United States,Finance & Investments
